glottocode	genus	confidence
ilaa1246	Bantu	initial
lenj1248		
sala1266		
tong1318	Bantu	initial
soli1239		
west2834		
mach1269		
subi1246	Bantu	initial
tote1238		
zamb1244		
fwee1238		
shan1291		
corr1234		
mboz1235		
mbey1234		
mali1279		
safw1238		
mwik1240		
bung1265		
fipa1240		
fipa1238		
malu1251		
mamb1296	Bantu	initial
nyam1275		
rung1255		
wand1264		
pimb1238		
nyik1250		
lamb1272		
nyik1249		
cent2285		
mboz1234		
nyih1239		
nyih1240	Bantu	initial
nyik1246		
nyik1247		
nyak1264		
ndal1241		
nyak1260		
maku1247		
chuw1239		
chuw1238		
lolo1261		
mare1260		
takw1238		
koko1267		
koti1238	Bantu	initial
main1272		
maku1279		
lomw1242		
lomw1241		
mala1256		
makh1260		
makh1261	Bantu	initial
makh1262		
makh1264		
makh1265		
makh1266		
many1259		
nath1238		
mbug1243		
lang1320	Bantu	initial
mbug1242		
nort3203		
cent2274		
east2901		
chuk1274		
nort3413		
nith1234		
meru1245		
mwim1241		
thar1283		
embu1241		
giku1234		
kiku1240	Bantu	initial
temi1247		
kamb1323		
dhai1238		
kamb1297	Bantu	initial
grea1289		
east2750		
nyan1318		
nort3227		
gusi1247	Bantu	initial
kuri1276		
kuri1259		
suba1252		
suba1238		
unun9920		
kabw1241		
sout3201		
sout3373		
ikiz1238		
zana1238		
west2987		
ikom1247		
ikom1245		
isse1238		
ngur1263		
sugu1245		
jita1239		
kara1481		
kway1241		
grea1291		
logo1258		
luyi1234	Bantu	initial
idak1243		
saam1284		
nort3404		
buku1249	Bantu	initial
masa1299		
saam1285		
cent2288		
kaba1294		
east2409		
kabr1240		
tach1242		
kisa1269		
kisa1263		
mara1392		
tsot1241		
nyor1244		
wang1294		
west2858		
mara1423		
khay1238		
mara1393		
saam1283		
west2861		
unun9919		
nyol1238		
gung1250		
west2841		
kere1283		
nort3220		
gand1255	Bantu	initial
gwer1238		
sing1266		
soga1244		
keny1278		
soga1242		
syan1242		
ruta1242		
nort3228		
hema1238		
nkor1240		
nkor1241		
chig1238	Bantu	initial
nyan1307	Bantu	initial
nyor1247		
nyor1246	Bantu	initial
toor1238		
ruul1235		
tali1258	Bantu	initial
sout3202		
haya1250	Bantu	initial
nyam1277	Bantu	initial
zinz1238		
west2842		
kabw1242		
kivu1239		
fore1272		
fuli1241		
fuli1242		
fuli1240		
joba1238		
nyin1248		
hund1240		
havu1238		
hund1239	Bantu	initial
shii1238		
temb1270		
rwan1241		
kiny1244	Bantu	initial
rund1241		
rund1244		
haaa1252		
hang1264		
hang1260		
shub1238		
rund1242	Bantu	initial
vinz1238		
konz1238		
konz1239		
nand1264	Bantu	initial
kili1269		
chag1248		
chag1250		
cent2286		
kahe1238		
moch1256	Bantu	initial
vunj1238		
romb1244		
west2852		
mach1266		
rwaa1238		
gwen1239		
tait1249		
saga1262		
tait1250	Bantu	initial
nort3209		
coas1317		
miji1240		
como1260		
mwal1237		
ngaz1238		
shin1269		
maor1244	Bantu	initial
ndzw1235		
miji1238		
nort3232		
chon1287		
duru1249		
giry1241		
sout3204		
digo1243		
sege1246		
poko1261		
saba1282		
ilwa1237		
mwan1247		
swah1254		
chim1312		
momb1256		
cong1236		
cutc1238		
swah1253	Bantu	initial
pare1274		
pare1277		
asut1235	Bantu	initial
mbug1240	Southern Cushitic	initial
tave1240		
ruvu1235		
east2756		
cent2287		
kami1256	Bantu	initial
kutu1267		
kutu1263		
zara1247		
kwer1261		
doee1238		
lugu1238		
kagu1239	Bantu	initial
west2846		
gogo1263		
seut1234		
bond1249		
bond1247		
sham1280	Bantu	initial
zigu1243		
ngul1246		
zigu1244		
vidu1239		
saga1256		
vidu1238		
sout3185		
bena1273		
bena1262		
hehe1240	Bantu	initial
king1258		
mago1246		
nucl1379	Bantu	initial
kisi1244		
kisi1243		
pang1287	Bantu	initial
mand1475		
mand1423		
ngon1269	Bantu	initial
moza1251		
tanz1241		
wanj1243		
sang1330		
vwan1235		
suku1274		
nyam1286		
kimb1242		
kono1265		
nyam1276	Bantu	initial
suku1261	Bantu	initial
sumb1240		
uncl1498		
bend1261		
bend1258		
tong1320		
nyan1317		
bemb1261		
bemb1255		
buyu1239		
holo1240	Bantu	initial
mitu1241		
lega1253		
lega1250		
west2869		
kanu1278		
lega1249		
mitu1242		
enya1247	Bantu	initial
mitu1240	Bantu	initial
mokp1238		
song1314		
song1300		
zimb1251		
nyan1304	Bantu	initial
unun9918		
kwam1250		
nyat1247		
isan1243		
nila1242		
nyat1246	Bantu	initial
pogo1242		
ndam1239		
pogo1243	Bantu	initial
rufi1235		
rufi1236		
mate1261		
mate1258		
mpot1240		
nden1251		
nden1249		
ngin1244		
matu1263		
matu1259	Bantu	initial
nden1248		
mbun1248		
ndwe1234		
unun9917		
nind1242		
ruvu1234		
mako1254		
mako1251	Bantu	initial
makw1236		
unun9916		
mach1265		
yaoi1234		
mwer1248	Bantu	initial
yaoo1241	Bantu	initial
sabi1248		
malu1252		
bwil1245		
cent2321		
bemb1256		
aush1241		
bemb1257	Bantu	initial
bisa1262		
lala1264		
lamb1271	Bantu	initial
seba1247		
taab1238	Bantu	initial
nsen1242	Bantu	initial
sout3387		
nucl1826		
dims1234		
ngun1280		
ngun1276		
nucl1827		
ngun1267		
swat1244		
nort2795	Bantu	initial
swat1243	Bantu	initial
xhos1239	Bantu	initial
zulu1248	Bantu	initial
sout2808		
phut1246		
tson1250		
chop1242		
chop1243		
gito1238		
tswa1254		
tson1251		
rong1268	Bantu	initial
tson1249	Bantu	initial
tswa1255		
soth1248		
nort3233		
birw1238		
sepe1241		
pedi1238	Bantu	initial
tswa1237		
west2997		
cent2406		
seso1234		
lozi1239	Bantu	initial
sout2807	Bantu	initial
tswa1253	Bantu	initial
kgal1244		
vend1245	Bantu	initial
shon1250		
core1255		
ndau1241		
plat1259		
cent2310		
shon1251	Bantu	initial
tawa1270		
many1258		
tewe1238		
kala1405		
kala1384	Bantu	initial
namb1291		
unun9914		
dema1235		
tumb1253		
sena1271		
kund1255		
nyan1319		
mwer1247		
nyan1308	Bantu	initial
sena1270		
barw1243		
mala1475		
nucl1396	Bantu	initial
nyun1248		
phim1238		
tumb1252		
tong1321		
tumb1250		
mbam1254		
bube1242	Bantu	initial
jara1262		
mbon1252		
nagu1244		
nige1254		
jaku1245		
dulb1238		
labi1245		
shik1242		
jara1275		
bada1258		
dugu1249		
jara1263		
kulu1255		
lame1257		
mama1272		
numa1256		
bile1244		
mbul1260		
unun9929		
gwaa1239		
mbam1252		
nuba1241		
nucl1802		
bati1255		
bati1251		
mbur1240		
mbul1262		
nucl1746		
mmal1234		
elip1240		
elip1238		
nugu1242	Bantu	initial
mmaa1238		
yang1293		
sana1299		
sana1278		
leti1245		
tuki1240	Bantu	initial
west2826		
mand1474		
noma1260		
nyok1243		
tune1261	Bantu	initial
tuot1238		
yamb1252		
tivo1239		
cent2261		
cent2267		
icev1238		
tive1237		
evan1238		
tivi1234		
iyiv1238		
otan1238		
tivv1240	Tivoid	initial
cent2268		
caka1240		
eman1238		
ipul1238		
esim1238		
mesa1245		
nort3192		
abon1238		
ambo1249		
batu1255		
bita1251		
wide1239		
ambe1247		
befa1241		
narr1282		
mbam1249		
nkam1238		
dzod1238		
limb1268		
mbee1250	Bantu	initial
mfum1239		
cent2313		
cent2312		
mfum1238		
kwaj1242		
yamb1251	Wide Grassfields	initial
sout3350		
bami1239		
east2862		
fefe1239	Wide Grassfields	initial
ghom1247		
kwaa1265		
medu1238		
ndan1241		
west2958		
bamb1272		
ngie1241		
ngwe1238		
yemb1246	Wide Grassfields	initial
meng1264		
ngom1271		
ngom1272		
mbam1253		
baba1264		
bafa1249		
bamb1265		
bamu1253	Wide Grassfields	initial
bang1356		
mung1266	Wide Grassfields	initial
nunm1234		
bama1251		
bame1260		
bamu1254		
ndze1235		
ngem1254		
awin1248		
beba1238		
mank1258		
bafu1246	Wide Grassfields	initial
bamb1266	Wide Grassfields	initial
mend1261		
ngem1255	Bantu	initial
piny1238		
uncl1529		
kpat1246		
momo1242		
mund1338		
mund1327	Wide Grassfields	initial
njen1238		
ngie1243		
ngie1242		
ngos1238		
ngwo1241		
widi1234		
meta1238		
ngam1267		
ndem1249		
ring1243		
cent2385		
cent2275		
baba1266		
komk1239		
komc1235	Wide Grassfields	initial
mbes1239		
okuu1243	Wide Grassfields	initial
kung1260		
mmen1239		
bumm1238		
mmen1238		
west2835		
aghe1240		
aghe1241		
aghe1239	Wide Grassfields	initial
wehh1238		
isum1240		
zhoa1238		
kukk1239		
laim1240		
lamn1239	Wide Grassfields	initial
sout2822		
babu1241		
kens1251		
veng1238	Wide Grassfields	initial
bamu1256		
wush1238		
sout3181		
balo1264		
busa1251		
mant1267		
menk1239		
aton1242		
menk1238		
osat1238		
unun9913		
viti1241		
yemn1234		
abar1238		
fang1248		
jiii1234		
buuu1246		
mund1328		
kosh1246		
mbuu1238		
unun9931		
famm1241		
benu1248		
ahwa1235		
alum1249		
alum1250		
alum1251		
akpo1243		
alum1246		
hash1239		
hash1238		
samb1307		
toro1249		
jili1242		
eggo1240		
akee1238		
eggo1239		
jili1243		
liji1238		
tanj1247		
benu1249		
cara1270		
sout3163		
irig1241		
nucl1795		
izer1242		
cenn1238		
fira1238		
gana1270		
izer1241	Benue-Congo Plateau	initial
kata1275		
jjuu1238		
tyap1238	Benue-Congo Plateau	initial
eloy1241		
iten1244		
bero1242	Benue-Congo Plateau	initial
eten1239		
nort3169		
ikug1238		
nucl1832		
doka1242		
ikul1238		
kada1284		
kutu1268		
idon1238		
kutu1262		
sout2800		
boru1244		
horo1248		
fyam1238	Benue-Congo Plateau	initial
horo1245		
taro1265		
biji1252		
shal1242		
surr1238		
vagh1247		
vagh1250		
biji1246		
vagh1248		
yaaa1242		
yang1302		
taro1266		
peee1238		
taro1263	Benue-Congo Plateau	initial
yang1290		
west2801		
ninz1247		
anin1242		
ayuu1242		
buuu1244		
kanu1282		
kani1277		
kanu1277		
numa1252		
nung1292		
ruku1240		
chee1238		
mada1282	Benue-Congo Plateau	initial
ninz1246		
nort3184		
gyon1234		
kago1247	Benue-Congo Plateau	initial
kama1358		
hyam1246		
cori1240		
hyam1245		
kurm1245		
sham1277		
zhir1241		
shan1278		
zhir1238		
koro1301		
duya1234		
gwar1240		
idun1241		
tino1236		
ashe1269		
begb1241		
yesk1239		
uncl1532		
koro1323		
yuku1244		
akum1239		
akum1238		
beez1239		
baaz1234		
beez1238		
bete1266		
bete1261		
lufu1237		
kapy1238		
unun9911		
afud1235		
yuku1243		
defo1239		
arig1246		
ayer1244		
ahan1244		
ayer1245		
yoru1244		
edek1238		
edea1234		
east2738		
edec1238		
sout3186		
edei1245		
eden1244		
nucl1747		
lucu1239		
lucu1238		
yoru1245	Defoid	initial
uluk1257		
moko1243		
west2827		
kura1248		
sout3187		
edei1244		
edei1246		
ifee1241		
mani1294		
isek1239	Defoid	initial
igal1242		
delt1251		
cent2028		
abua1243		
abua1244		
obul1239		
odua1238		
kugb1242		
kugb1241		
ogbi1239	Central Delta	initial
ogbr1243	Central Delta	initial
uncl1542		
abur1244		
ogbo1242		
obol1242		
nucl1838		
cent2253		
efai1241		
efik1244		
okop1234		
anaa1238		
efik1246		
efik1245	Lower Cross	initial
ibib1240	Lower Cross	initial
ukwa1238		
uncl1543		
ekii1241		
ider1238		
ekit1245		
ekit1246		
eteb1238		
ibin1242		
ibin1241		
ikoo1245		
ibuo1241		
ibuo1243		
ibuo1244		
ibuo1242		
itum1245		
nkar1238		
itoo1242		
usag1244		
west3012		
ilue1241		
okob1241		
oroi1234		
ebug1242		
ebug1241		
oroo1241		
enwa1244		
enwa1245		
udaa1238		
obol1243	Lower Cross	initial
ogon1240		
east2401		
goka1239	Ogonoid	initial
taik1252		
khan1278	Ogonoid	initial
teee1242		
west2469		
baan1241		
elem1253		
uppe1418		
agoi1245		
agoi1246		
bakp1238		
doko1243		
cent2027		
east2400		
loko1252		
loka1252		
lubi1239		
lubi1238		
nkuk1238		
mbem1251		
cros1244		
legb1241		
legb1242	Upper Cross	initial
leny1239		
leny1238		
leyi1238		
olul1245		
nort2790		
kori1259		
kuke1241		
kuke1242		
uzek1238		
orin1239		
ubag1244		
kohu1243		
agwa1247		
kohu1244	Upper Cross	initial
umon1238		
ubag1245		
kion1241		
kion1242		
koro1304		
ukpe1249		
ebir1244		
ebir1243	Nupoid	initial
nupe1252		
gbag1256		
gbag1258		
gbar1246		
nupo1239		
asun1235		
dibo1249		
dibo1250		
dibo1247		
kami1263		
gupa1248		
kami1258		
kaka1264		
kupa1238		
koro1324		
nupe1254	Nupoid	initial
gade1242	Gade	initial
idom1262		
etul1244		
etul1246		
etul1245		
nucl1732		
agat1236		
alag1242		
idom1241	Idomoid	initial
yala1263		
iged1239	Idomoid	initial
yaty1238		
akpa1238		
yace1238		
igbo1258		
ekpe1253		
igbo1259		
cent2417		
ikaa1238		
izie1238	Igboid	initial
nucl1417	Igboid	initial
ukwu1241		
ikwe1242		
ogba1241		
juku1257		
cent2241		
juku1258		
juku1259		
jibu1240		
jibu1241		
jibu1239		
juku1254	Jukunoid	initial
waph1238		
koro1322		
jana1236		
kona1244		
hone1235		
jiba1237		
wapa1235		
tigo1236		
wurb1240		
wann1241		
wurb1239		
como1258		
jiru1238		
shoo1247		
kpan1245		
etky1238		
kpan1246	Jukunoid	initial
kute1248		
kain1275		
cent2242		
basa1288		
basa1279		
basa1282		
kont1247		
basa1281		
gumn1234		
basa1280		
bass1259		
east2404		
josa1234		
amoo1242	Central Kainji	initial
kaur1268		
bina1270		
gbir1241		
kinu1239		
kiza1239		
kono1264		
kura1249		
vori1234		
rish1234		
suru1258		
nort3210		
lame1269		
gyem1238		
shau1238		
lere1241		
ning1277		
gamo1241		
kudu1241		
nort3215		
boze1240		
jere1244		
pana1298		
chok1248		
izor1238		
lemo1244		
lemo1242		
sang1329		
igut1238		
janj1240		
tunz1235		
shen1251		
piti1242		
atsa1241		
piti1243		
duka1247		
clel1239		
clel1238		
dama1268		
duka1250		
huns1239	Central Kainji	initial
main1281		
gwam1244		
kagf1238		
kamb1317		
cici1237		
kamb1319		
east2739		
baan1242		
tsis1238		
tsuv1239		
west2828		
cish1238		
tsik1238		
shir1273		
kamu1261		
hung1276		
kamu1262		
cind1241		
rogo1239		
rogo1238		
saga1266		
east2403		
sham1278		
shir1275		
bauc1238		
fung1245		
gurm1246		
pong1250		
kain1276		
resh1242		
uppe1457		
laru1238		
oler1234		
cuba1236		
lopa1238		
okoe1238		
ukaa1243		
unun9910		
bais1242		
tita1240		
egaa1242	Ega	initial
kwav1236		
gada1257		
adan1247		
gaaa1244	Ga-Dangme	initial
gbee1241		
ajab1235	Gbe	initial
east2711		
east2845		
east2390		
tofi1235		
fong1244		
cigb1235		
defi1235		
fonn1241	Gbe	initial
gunn1250	Gbe	initial
maxi1236		
weme1239	Tano	initial
wudu1238		
west2934		
ayiz1245		
gbes1238		
kota1272		
saxw1241		
west2456		
xwel1235		
west2802		
ewei1234		
adan1248		
agun1238		
ewee1241	Gbe	initial
genn1243		
kpes1239		
kpes1238		
waci1239		
kato1245		
avat1243		
avat1244	Ka-Togo	initial
nyan1316		
nyan1302		
tafi1243		
kebu1246		
akeb1238		
anim1239		
kpos1239		
igoo1238		
ikpo1238	Ka-Togo	initial
tuwu1238		
nato1234		
basi1245		
adel1244		
anii1245		
boro1283		
lele1262		
lele1263		
lele1264	Na-Togo	initial
siwu1238		
likp1239		
sekp1241		
sele1249		
logb1245		
nyoa1234		
agne1238		
abee1242		
abid1235	Agneby	initial
adio1239	Agneby	initial
atti1239		
avik1242		
alla1248	Avikam-Alladian	initial
avik1243	Avikam-Alladian	initial
poto1254		
poto1250		
ebri1238		
mbat1247		
tano1248		
cent2262		
akan1251		
abro1238		
akan1250	Tano	initial
wasa1244		
biaa1238		
nort2767		
anuf1239	Tano	initial
anyi1246		
anyi1244		
anyi1245	Tano	initial
baou1238	Tano	initial
sehw1238		
sout2779		
ahan1243		
jwir1243		
jwir1241		
nzim1238		
guan1278		
nort3204		
gonj1242		
domp1238		
gonj1241		
nkon1245	Tano	initial
nkam1239		
nkon1248		
nter1234		
otin1234		
moun1254		
giky1239		
giky1241		
food1238		
giky1238		
giny1241		
nawu1242		
rive1262		
chum1265		
chum1261	Tano	initial
tchu1241		
kpla1238		
krac1238		
nchu1239		
dwan1238		
nchu1238		
sout2781		
awut1241		
hill1256		
guac1241		
cher1271		
guaa1238		
lart1238		
krob1245		
west2816		
abur1243		
beti1248		
nort3149		
buak1234		
adam1257		
buan1246		
bual1236		
buai1235		
buaa1245		
kawa1291		
niel1243	Bua	initial
tuni1251		
uncl1505		
noyy1238		
goul1243		
goul1244		
bong1282		
zank1234		
kula1285		
fani1244		
gula1265	Bua	initial
zang1249		
uncl1499		
bolg1251		
koke1240		
dayy1236	Day	initial
kimb1240		
besm1235		
goun1238		
kimm1246	Kim	initial
came1255		
bena1258		
bena1259		
lala1261		
yung1254		
bena1260		
voro1240		
kaan1247		
mboi1246		
bikw1235		
nort3378		
bura1270		
bura1271		
looo1238		
makt1234		
magh1238		
makn1235		
sout3355		
bamb1263		
kyak1243		
leel1242		
mooo1239		
jenn1241		
doso1240		
dzaa1238		
ming1254		
thaa1239		
kwaa1262		
mbum1257		
cent2020		
kara1477		
kara1478		
kare1351		
kare1338		
pana1293		
nzak1246		
kuoo1238	Mbumic	initial
mbum1254	Mbumic	initial
nort2773		
dama1266		
dama1267		
ndai1238		
tupu1245		
mamb1294	Mbumic	initial
mund1324		
mono1269		
mund1325	Mbumic	initial
pamm1242		
tupu1244	Mbumic	initial
unun9907		
tooo1238		
samb1322		
mumu1249		
kuga1239		
kumb1238		
mumu1250		
nucl1240	Mumuye-Yandang	initial
pang1286		
rang1269		
yand1260		
bali1284		
bali1245		
kpas1242		
yott1234		
waka1284		
teme1252		
waka1285		
waka1275		
yend1241		
samb1323		
nort3259		
doya1240	Samba-Duru	initial
vere1249		
koma1268		
gimm1241		
gimn1238		
vere1250		
koma1266		
momj1237		
nort3260		
vere1252		
sout3238		
diic1235		
diii1241	Samba-Duru	initial
dugu1248		
duup1238		
leko1246		
kolb1240		
samb1324		
pere1234		
nyon1241		
womn1235		
samb1305	Samba-Duru	initial
long1387		
peer1241		
unun9905		
nimb1256		
uncl1524		
duli1241		
uban1244		
band1341		
golo1234		
nucl1797		
cent2021		
band1348		
cent2022		
band1342		
band1343		
band1344	Ubangi	initial
band1345		
mids1242		
gobu1238		
kpag1238		
mids1243		
mono1270		
ngun1266		
togb1241		
mban1263		
ngbu1241		
sout2786		
lang1318		
sout2787		
west2458		
mbai1246		
made1252	Ubangi	initial
ndun1247		
dong1290	Ubangi	initial
ndun1248		
mbaa1245	Ubangi	initial
ndun1249	Ubangi	initial
ngba1290		
mong1345		
ngba1280		
gbay1278		
nucl1737		
dend1242		
mban1262		
nort2774		
sang1327		
rive1257		
sang1328	Ubangi	initial
sout2784		
yako1252	Ubangi	initial
ngba1292		
east2391		
mayo1260		
bang1345		
mayo1261	Ubangi	initial
mund1326	Ubangi	initial
west2836		
baka1271		
baka1278		
baka1272	Ubangi	initial
ganz1247		
gund1247		
lima1246		
rive1263		
bwak1244		
gili1241		
ngba1284	Ubangi	initial
gban1258		
monz1253		
kpal1242		
kpal1241		
yang1289		
monz1249	Ubangi	initial
sere1262		
fero1243		
fero1244		
mang1387		
sere1266		
indr1246		
indr1247		
togo1252		
sere1263		
baiv1238		
baii1251		
bela1255		
ndog1247		
ndog1248	Ubangi	initial
tagb1264		
sere1264		
tagb1255		
zand1246		
bara1360		
bara1361	Ubangi	initial
ngal1296		
pamb1243		
zand1247		
geme1244		
nzak1247	Ubangi	initial
zand1248	Ubangi	initial
unun9906		
oblo1238		
gbay1279		
gbay1280		
gban1259		
gban1260		
manz1241		
manz1242		
manz1243		
ngba1286		
alii1240		
ngba1287		
ngba1285	Gbaya-Manza-Ngbaka	initial
mbod1237		
bofi1238		
gbay1281	Gbaya-Manza-Ngbaka	initial
gbay1282		
boko1260		
boko1261		
gbey1243		
gbay1286		
gbey1244		
gbay1287	Gbaya-Manza-Ngbaka	initial
suma1264		
gbay1284		
bang1347		
sout2785	Gbaya-Manza-Ngbaka	initial
nort2775	Gbaya-Manza-Ngbaka	initial
gura1261		
cent2243		
nort2777		
bwam1248		
bwam1247		
bomu1247		
nucl1742		
buam1238		
cwib1235		
laal1241		
otiv1239		
buli1253		
buli1254	Oti-Volta	initial
konn1242	Oti-Volta	initial
nucl1743		
gurm1247		
gurm1248		
gurm1249		
gurm1250		
gour1248		
gour1243	Oti-Volta	initial
moba1243		
bimo1239	Oti-Volta	initial
moba1244		
konk1271		
konk1269	Oti-Volta	initial
ngan1299		
ntch1241		
akas1242		
ntch1242	Oti-Volta	initial
yomn1239		
nawd1238		
yomm1242		
west2461		
notr1240		
nucl1748		
nort3234		
moss1237		
fraf1239		
fare1241	Oti-Volta	initial
nabi1240		
moss1238		
kant1249		
moss1236	Oti-Volta	initial
safa1246		
daga1276		
cent2291		
sout2789	Oti-Volta	initial
sout3209		
daga1272		
wali1263		
nort3237		
biri1257		
malb1235		
sout2790		
nort2780		
safa1243		
sout3205		
kama1375		
hang1258		
kama1357		
kusa1250		
mamp1246		
dagb1246	Oti-Volta	initial
mamp1244	Oti-Volta	initial
otiv1240		
bial1238		
waam1245		
taya1258		
dita1239		
dita1238		
mbel1240		
nate1242	Oti-Volta	initial
waam1244	Oti-Volta	initial
koro1298	Koromfe	initial
sout3164		
baat1238	Baatonum	initial
dogo1293		
dogo1294		
khee1238		
gand1254		
dogo1300		
dogo1295		
khis1238		
kaan1246		
grus1239		
east2740		
east2397		
kabi1265		
kabi1261	Grusi	initial
lama1275		
lukp1238		
temc1234		
bago1247		
bago1245		
delo1241		
chal1269		
delo1240		
temm1241	Grusi	initial
west2837		
phui1238		
sisa1247		
chak1272		
chak1273		
chak1274		
chak1271		
tamp1252	Grusi	initial
vagl1239	Grusi	initial
degg1238		
sisa1248		
nort3229		
siss1242		
west2465		
paas1238		
tumu1242	Grusi	initial
siti1241		
winy1241	Grusi	initial
nort2782		
kala1383		
lyel1241	Grusi	initial
nuna1234		
kase1253	Grusi	initial
nuni1253		
nort2784	Grusi	initial
sout2795		
pana1295		
kirm1250		
cerm1238	Kirma-Tyurama	initial
turk1306		
lobi1246		
dyan1251		
lobi1245	Lobiri-Jaane	initial
tula1256		
long1389		
tula1250		
tula1251		
diji1241		
tsoo1241		
tula1257		
awak1249		
awak1250		
kamo1254		
nucl1371		
bang1348		
dadi1249		
tula1252		
waja1259		
kula1283		
kula1277		
bond1246		
boun1243		
teen1241		
loma1258		
teen1242		
samu1243		
nati1243		
pale1262		
wara1292		
tief1243		
tief1242		
tief1244		
tusi1238		
nort2787		
sout2797	Tusia	initial
viem1243		
kamm1249		
senu1239		
ceba1235	Senufo	initial
kara1479		
east2398		
west2466	Senufo	initial
nort3254		
mama1271		
nane1238	Senufo	initial
sena1262		
supy1238		
sici1249		
supy1237	Senufo	initial
sout3153		
nafa1258	Senufo	initial
nyar1245		
pala1342		
tagb1262		
djim1235	Senufo	initial
tagw1240		
uncl1526		
miyo1238		
unun9902		
adam1254		
nort2770		
sout2782		
apro1235	Kru	initial
mbre1244		
mpra1235		
aust1305	isolate	
asli1243		
cent1987		
jahh1242		
nort2682		
chew1245		
mani1290		
mani1291		
kens1248		
